,cell_types,Sample_ID,condition
HNSCC28_P13_E09_S249_comb,MAF,oscc28,LNM_met
HNSCC28_P2_D05_S41_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_F04_S64_comb,CAF,oscc28,LNM_pri
HNSCC28_P2_H11_S95_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_H07_S91_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_A03_S3_comb,CAF,oscc28,LNM_pri
HNSCC28_P1_C02_S26_comb,CAF,oscc28,LNM_pri
HNSCC28_P2_D09_S45_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_E01_S49_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_D03_S39_comb,MAF,oscc28,LNM_pri
HNSCC28_P12_B04_S208_comb,MAF,oscc28,LNM_met
HNSCC28_P2_C01_S25_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_D07_S43_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_G03_S75_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_D04_S40_comb,MSC,oscc28,LNM_pri
HNSCC28_P1_D12_S48_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_F08_S68_comb,MAF,oscc28,LNM_pri
HNSCC28_P13_G11_S275_comb,MAF,oscc28,LNM_met
HNSCC28_P1_F05_S65_comb,MSC,oscc28,LNM_pri
HNSCC28_P1_E12_S60_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_A11_S11_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_F04_S64_comb,CAF,oscc28,LNM_pri
HNSCC28_P2_B03_S15_comb,MAF,oscc28,LNM_pri
HNSCC28_P13_H05_S281_comb,CAF,oscc28,LNM_met
HNSCC28_P2_F07_S67_comb,CAF,oscc28,LNM_pri
HNSCC28_P1_A02_S2_comb,CAF,oscc28,LNM_pri
HNSCC28_P2_G05_S77_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_C12_S36_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_H08_S92_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_C07_S31_comb,MSC,oscc28,LNM_pri
HNSCC28_P1_H02_S86_comb,MSC,oscc28,LNM_pri
HNSCC28_P1_E03_S51_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_G08_S80_comb,MSC,oscc28,LNM_pri
HNSCC28_P2_H08_S92_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_G02_S74_comb,MSC,oscc28,LNM_pri
HNSCC28_P12_H12_S288_comb,CAF,oscc28,LNM_met
HNSCC28_P12_F12_S264_comb,MAF,oscc28,LNM_met
HNSCC28_P2_G12_S84_comb,MAF,oscc28,LNM_pri
HNSCC28_P1_G11_S83_comb,MAF,oscc28,LNM_pri
HNSCC28_P2_C10_S34_comb,CAF,oscc28,LNM_pri
HNSCC28_P2_C02_S26_comb,CAF,oscc28,LNM_pri
HNSCC25_P19_LN_C10_S226_comb,CAF,oscc25,LNM_met
HNSCC26_P1_pri_C12_S132_comb,CAF,oscc26,LNM_pri
HNSCC26_P1_pri_B06_S114_comb,CAF,oscc26,LNM_pri
HNSCC26_P1_pri_D11_S143_comb,CAF,oscc26,LNM_pri
HNSCC26_P1_pri_B02_S110_comb,CAF,oscc26,LNM_pri
HNSCC26_P1_pri_D01_S133_comb,CAF,oscc26,LNM_pri
HNSCC25_P19_LN_H12_S288_comb,CAF,oscc25,LNM_met
HNSCC26_P11_R_LN_G09_S369_comb,CAF,oscc26,LNM_met
HNSCC26_P1_pri_H11_S191_comb,CAF,oscc26,LNM_pri
HNSCC25_P19_LN_D10_S238_comb,CAF,oscc25,LNM_met
HNSCC26_P11_R_LN_H03_S375_comb,CAF,oscc26,LNM_met
HNSCC26_P1_pri_H01_S181_comb,CAF,oscc26,LNM_pri
HNSCC26_P11_R_LN_F11_S359_comb,CAF,oscc26,LNM_met
HNSCC25_P19_LN_B09_S213_comb,CAF,oscc25,LNM_met
HNSCC25_P19_LN_E02_S242_comb,CAF,oscc25,LNM_met
HNSCC26_P1_pri_F11_S167_comb,CAF,oscc26,LNM_pri
HNSCC25_P19_LN_A10_S202_comb,CAF,oscc25,LNM_met
HNSCC24_P13_R_LN_D09_S141_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_F03_S159_comb,CAF,oscc24,LNM_pri
HNSCC25_P1_pri_B09_S21_comb,MSC,oscc25,LNM_pri
HNSCC24_P13_R_LN_B05_S113_comb,CAF,oscc24,LNM_pri
HNSCC25_P1_pri_C09_S33_comb,CAF,oscc25,LNM_pri
HNSCC24_P13_R_LN_F12_S168_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_A03_S99_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_E12_S156_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_C09_S129_comb,CAF,oscc24,LNM_pri
HNSCC25_P1_pri_H04_S88_comb,CAF,oscc25,LNM_pri
HNSCC24_P25_L_LN_H11_S383_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_D11_S143_comb,MAF,oscc24,LNM_pri
HNSCC25_P1_pri_E10_S58_comb,CAF,oscc25,LNM_pri
HNSCC24_P25_L_LN_D09_S333_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_H06_S186_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_C03_S123_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_G01_S169_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_A04_S100_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_E03_S147_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_C02_S122_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_G06_S174_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_B02_S110_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_G02_S170_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_F06_S162_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_D01_S133_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_A05_S101_comb,CAF,oscc24,LNM_pri
HNSCC25_P1_pri_A05_S5_comb,CAF,oscc25,LNM_pri
HNSCC24_P13_R_LN_F08_S164_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_A06_S102_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_H02_S182_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_C12_S132_comb,CAF,oscc24,LNM_pri
HNSCC25_P1_pri_G06_S78_comb,CAF,oscc25,LNM_pri
HNSCC24_P13_R_LN_D12_S144_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_C07_S127_comb,CAF,oscc24,LNM_pri
HNSCC25_P1_pri_D12_S48_comb,CAF,oscc25,LNM_pri
HNSCC24_P13_R_LN_F11_S167_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_E02_S146_comb,CAF,oscc24,LNM_pri
HNSCC25_P1_pri_A10_S10_comb,MSC,oscc25,LNM_pri
HNSCC24_P13_R_LN_E04_S148_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_E10_S154_comb,CAF,oscc24,LNM_pri
HNSCC25_P1_pri_F06_S66_comb,CAF,oscc25,LNM_pri
HNSCC24_P13_R_LN_H08_S188_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_A02_S98_comb,CAF,oscc24,LNM_pri
HNSCC25_P1_pri_G10_S82_comb,MSC,oscc25,LNM_pri
HNSCC24_P13_R_LN_A08_S104_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_H07_S187_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_G09_S177_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_E07_S151_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_E01_S145_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_G10_S178_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_A07_S103_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_C01_S121_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_D05_S137_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_B11_S119_comb,CAF,oscc24,LNM_pri
HNSCC25_P1_pri_H09_S93_comb,CAF,oscc25,LNM_pri
HNSCC24_P13_R_LN_D07_S139_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_F05_S161_comb,MAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_A09_S105_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_B09_S117_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_D10_S142_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_F01_S157_comb,CAF,oscc24,LNM_pri
HNSCC25_P1_pri_A11_S11_comb,CAF,oscc25,LNM_pri
HNSCC24_P13_R_LN_B03_S111_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_H09_S189_comb,CAF,oscc24,LNM_pri
HNSCC25_P1_pri_F02_S62_comb,CAF,oscc25,LNM_pri
HNSCC24_P13_R_LN_C11_S131_comb,MAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_D06_S138_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_B12_S120_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_H01_S181_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_A12_S108_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_G07_S175_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_E08_S152_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_B06_S114_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_B04_S112_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_C08_S128_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_B07_S115_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_A10_S106_comb,CAF,oscc24,LNM_pri
HNSCC25_P1_pri_C10_S34_comb,CAF,oscc25,LNM_pri
HNSCC24_P13_R_LN_H04_S184_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_F02_S158_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_E05_S149_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_E09_S153_comb,CAF,oscc24,LNM_pri
HNSCC24_P13_R_LN_G03_S171_comb,CAF,oscc24,LNM_pri
HNSCC20_P5_pri_F10_S70_comb,CAF,oscc20,LNM_pri
HNSCC20_P5_pri_C03_S27_comb,CAF,oscc20,LNM_pri
HNSCC20_P5_pri_F11_S71_comb,CAF,oscc20,LNM_pri
HNSCC20_P5_pri_B03_S15_comb,CAF,oscc20,LNM_pri
HNSCC20_P5_pri_C04_S28_comb,CAF,oscc20,LNM_pri
HNSCC20_P5_pri_G08_S80_comb,CAF,oscc20,LNM_pri
HNSCC20_P5_pri_A12_S12_comb,CAF,oscc20,LNM_pri
HNSCC20_P5_pri_E07_S55_comb,CAF,oscc20,LNM_pri
HNSCC20_P5_pri_H01_S85_comb,CAF,oscc20,LNM_pri
HNSCC20_P5_pri_B08_S20_comb,CAF,oscc20,LNM_pri
HNSCC20_P5_pri_B01_S13_comb,CAF,oscc20,LNM_pri
HNSCC20_P11_H04_S280_comb,CAF,oscc20,LNM_met
HNSCC20_P1_A12_S12_comb,CAF,oscc20,LNM_pri
HNSCC18_P7_E03_S147_comb,CAF,oscc18,LNM_pri
HNSCC18_P3_G12_S372_comb,MSC,oscc18,LNM_pri
HNSCC18_P7_E09_S153_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_G04_S172_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_C11_S131_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_C07_S127_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_B06_S114_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_B05_S113_comb,CAF,oscc18,LNM_pri
HNSCC18_P3_E07_S343_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_B07_S115_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_G12_S180_comb,MSC,oscc18,LNM_pri
HNSCC18_P7_A01_S97_comb,MSC,oscc18,LNM_pri
HNSCC18_P2_H11_S191_comb,CAF,oscc18,LNM_pri
HNSCC18_P2_H04_S184_comb,CAF,oscc18,LNM_pri
HNSCC18_P3_H03_S375_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_C12_S132_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_A07_S103_comb,MSC,oscc18,LNM_pri
HNSCC18_P2_G09_S177_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_D01_S133_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_F11_S167_comb,CAF,oscc18,LNM_pri
HNSCC18_P2_G03_S171_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_C08_S128_comb,CAF,oscc18,LNM_pri
HNSCC18_P2_G04_S172_comb,CAF,oscc18,LNM_pri
HNSCC18_P2_E03_S147_comb,CAF,oscc18,LNM_pri
HNSCC18_P3_B11_S311_comb,MSC,oscc18,LNM_pri
HNSCC18_P7_F06_S162_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_B08_S116_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_D07_S139_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_A04_S100_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_D12_S144_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_C04_S124_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_D06_S138_comb,CAF,oscc18,LNM_pri
HNSCC18_P2_F07_S163_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_H07_S187_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_C06_S126_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_B01_S109_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_C09_S129_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_G01_S169_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_A11_S107_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_B03_S111_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_E04_S148_comb,CAF,oscc18,LNM_pri
HNSCC18_P7_E01_S145_comb,CAF,oscc18,LNM_pri
HNSCC18_P3_B08_S308_comb,CAF,oscc18,LNM_pri
HNSCC18_P3_H10_S382_comb,MSC,oscc18,LNM_pri
HNSCC18_P7_H02_S182_comb,CAF,oscc18,LNM_pri
HNSCC18_P1_P9_HNSCC18_P1_P9_D08,MSC,oscc18,LNM_pri
HNSCC18_P1_P9_HNSCC18_P1_P9_C03,CAF,oscc18,LNM_pri
HNSCC13_p11_HNSCC13_P11_D05,CAF,oscc13,LNM_pri
HNSCC6_p16_HNSCC6_P16_D01,MSC,oscc6,LNM_pri
HNSCC6_p16_HNSCC6_P16_E06,CAF,oscc6,LNM_pri
HNSCC6_p16_HNSCC6_P16_H08,CAF,oscc6,LNM_pri
HNSCC6_p16_HNSCC6_P16_B11,MAF,oscc6,LNM_pri
HNSCC6_p16_HNSCC6_P16_F04,MSC,oscc6,LNM_pri
HNSCC6_p16_HNSCC6_P16_G07,CAF,oscc6,LNM_pri
HNSCC6_p16_HNSCC6_P16_E05,CAF,oscc6,LNM_pri
HNSCC6_p16_HNSCC6_P16_E12,CAF,oscc6,LNM_pri
HNSCC6_p16_HNSCC6_P16_B07,MSC,oscc6,LNM_pri
HNSCC6_p16_HNSCC6_P16_B08,MSC,oscc6,LNM_pri
HNSCC6_p16_HNSCC6_P16_D11,CAF,oscc6,LNM_pri
HNSCC6_p16_HNSCC6_P16_E03,CAF,oscc6,LNM_pri
HNSCC6_p16_HNSCC6_P16_C10,CAF,oscc6,LNM_pri
HNSCC10_p1_HNSCC10_P1_B05,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_C05,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_D03,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_E06,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_F10,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_B08,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_B07,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_F06,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_G11,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_H11,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_F02,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_D04,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_F08,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_G01,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_G04,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_A01,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_F07,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_E04,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_D09,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_F09,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_D01,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_F05,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_A03,CAF,oscc10,LNM_pri
HNSCC10_p1_HNSCC10_P1_B09,CAF,oscc10,LNM_pri
HNSCC10_p4_HNSCC10_P4_A01,CAF,oscc10,LNM_pri
HNSCC10_p4_HNSCC10_P4_G04,CAF,oscc10,LNM_pri
HNSCC13_p1_HNSCC13_P1_E09,CAF,oscc13,LNM_pri
HNSCC13_p1_HNSCC13_P1_B04,CAF,oscc13,LNM_pri
HNSCC13_p1_HNSCC13_P1_D10,CAF,oscc13,LNM_pri
HNSCC13_p1_HNSCC13_P1_D05,CAF,oscc13,LNM_pri
HNSCC13_p1_HNSCC13_P1_A04,CAF,oscc13,LNM_pri
HNSCC13_p1_HNSCC13_P1_B05,CAF,oscc13,LNM_pri
HNSCC13_p19_HNSCC13_P19_D06,MAF,oscc13,LNM_pri
HNSCC13_p19_HNSCC13_P19_C10,CAF,oscc13,LNM_pri
HNSCC13_p19_HNSCC13_P19_E08,CAF,oscc13,LNM_pri
HNSCC5_p3_HNSCC5_P3_E10,CAF,oscc5,LNM_pri
HNSCC5_p3_HNSCC5_P3_H06,CAF,oscc5,LNM_pri
HNSCC5_p3_HNSCC5_P3_A05,CAF,oscc5,LNM_pri
HNSCC5_p3_HNSCC5_P3_E08,CAF,oscc5,LNM_pri
HNSCC7_p8_HNSCC7_P8_A06,CAF,oscc7,LNM_pri
HNSCC6_p14_hnscc6_p14_H05,CAF,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_H09,CAF,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_E08,CAF,oscc6,LNM_pri
HNSCC5_p9_HNSCC5_P9_G01,CAF,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_F07,CAF,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_D01,CAF,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_A10,CAF,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_F06,CAF,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_A03,CAF,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_H11,CAF,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_D11,CAF,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_F01,CAF,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_D02,CAF,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_E04,CAF,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_A05,CAF,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_C10,MSC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_C02,MSC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_C07,CAF,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_A07,CAF,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_H12,CAF,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_E11,CAF,oscc5,LNM_pri
HNSCC5_p14_HNSCC5_P14_LN_H01,CAF,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_H02,CAF,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_D05,CAF,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_D03,CAF,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_E04,CAF,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_G05,CAF,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_C06,CAF,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_A05,CAF,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_B05,CAF,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_B04,CAF,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_E10,CAF,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_G02,CAF,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_B01,CAF,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_F01,CAF,oscc5,LNM_met
HNSCC6_p14_hnscc6_p14_C11,CAF,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_D07,CAF,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_B06,CAF,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_B09,MSC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_B11,CAF,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_A08,CAF,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_D09,CAF,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_A11,CAF,oscc6,LNM_pri
HNSCC5_p5_P5_F04,CAF,oscc5,LNM_pri
HNSCC5_p5_P5_F08,MAF,oscc5,LNM_pri
HNSCC5_p5_P5_F05,CAF,oscc5,LNM_pri
HNSCC5_p5_P5_B03,CAF,oscc5,LNM_pri
HNSCC5_p5_P5_H05,CAF,oscc5,LNM_pri
HNSCC5_p5_P5_C09,CAF,oscc5,LNM_pri
HNSCC5_p5_P5_A12,CAF,oscc5,LNM_pri
HNSCC5_p5_P5_H10,CAF,oscc5,LNM_pri
HNSCC5_p5_P5_C06,CAF,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_E10,CAF,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_F07,CAF,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_E06,MSC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_F06,CAF,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_A06,MSC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_E11,CAF,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_G06,CAF,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_C06,CAF,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_D01,MSC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_A10,CAF,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_D08,CAF,oscc5,LNM_pri
HNSCC5_p13_P13_F12,MAF,oscc5,LNM_met
HNSCC5_p13_P13_D06,CAF,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_C11,CAF,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_A08,CAF,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_D09,CAF,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_B02,CAF,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_G02,CAF,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_C12,CAF,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_G07,CAF,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_D10,CAF,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_F06,CAF,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_A07,CAF,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_A03,CAF,oscc5,LNM_met
HNSCC6_p8_HNSCC6_P8_B11,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_B10,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_A03,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_B07,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_G09,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_B02,MAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_B03,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_F12,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_H05,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_E04,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_H01,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_A11,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_H08,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_F03,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_E01,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_B08,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_G05,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_B12,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_B04,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_F07,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_A01,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_C12,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_H03,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_A02,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_D07,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_F08,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_C10,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_G08,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_C06,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_G10,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_A04,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_B05,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_D10,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_F05,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_E07,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_E06,CAF,oscc6,LNM_pri
HNSCC6_p8_HNSCC6_P8_F06,CAF,oscc6,LNM_pri
